ID,Predicted
17843,0.4
42176,0.0
29757,0.0
1154,1.0
20464,0.8
4335,0.2
448,0.0
45418,0.6
18766,0.0
26905,0.4
42203,0.2
33679,0.0
47941,0.0
20618,0.0
32377,0.0
33856,0.8
7007,0.2
21324,0.0
8314,0.0
45269,0.0
28928,0.0
576,0.0
47644,0.0
46672,0.0
27707,0.0
33564,0.0
30672,0.0
32442,0.6
3959,0.0
28766,0.2
126,0.0
25428,0.0
44065,0.0
509,0.0
41612,0.4
30075,0.2
43466,0.4
12452,0.0
449,0.0
7888,0.0
3621,1.0
21661,0.0
15895,0.0
1428,0.4
11169,0.4
18799,0.6
26183,0.0
8528,0.0
44560,1.0
24562,0.0
44621,0.2
32931,0.0
39549,0.2
39599,0.0
21054,0.0
25494,0.4
16377,0.4
7692,1.0
41436,0.4
46198,0.0
4593,0.0
12776,0.0
12377,0.4
23263,0.6
3370,0.2
2314,0.0
21004,0.0
33838,0.2
41935,0.0
39223,0.8
29912,0.6
12898,0.0
27066,0.0
45210,0.0
11276,0.0
3247,0.0
31007,1.0
15362,0.0
31939,0.0
44023,0.2
29685,0.0
17622,0.8
21354,0.6
39661,0.0
42800,0.0
14028,0.0
3948,0.8
38694,0.0
34787,0.0
14870,0.6
35583,0.0
24066,1.0
43429,0.8
25185,0.0
22749,0.0
24832,0.0
42440,1.0
29739,0.0
35844,0.0
5969,0.0
39584,0.0
23050,0.0
32496,0.4
29090,0.0
564,0.0
7372,0.4
6064,0.6
41368,0.6
1989,0.4
45437,0.8
8648,0.2
37688,0.0
23856,0.2
9221,0.0
8358,0.0
7061,0.2
26177,0.8
10853,0.0
11343,0.2
26821,0.6
30997,0.0
32054,0.0
40670,0.2
13681,0.0
21691,0.0
29661,0.0
10307,0.0
19412,1.0
16909,0.0
2333,0.6
34498,0.6
18335,0.0
6429,0.0
25745,1.0
3274,0.4
24735,0.4
41608,0.6
42612,0.2
22757,0.0
38335,0.0
10122,0.0
17182,0.0
21263,0.0
32486,0.2
46763,0.2
8313,0.0
13735,0.4
38864,0.8
26259,0.0
7270,0.6
8459,0.0
13261,0.0
14259,0.0
26504,0.0
34107,0.4
34091,1.0
36217,0.6
20951,0.2
3253,0.0
10341,0.0
27260,0.4
25034,0.0
21552,0.2
25648,0.0
4588,0.4
29434,0.0
10546,0.0
45813,0.0
23738,0.0
17024,0.0
23339,0.0
31254,1.0
7003,0.6
41038,0.8
30372,0.6
35037,0.0
43639,0.8
36220,0.0
47154,0.4
20831,0.0
32852,0.2
31467,0.0
39290,0.0
2719,0.0
20795,1.0
45429,0.0
18137,0.0
13687,0.0
18480,0.2
37351,0.6
37740,0.6
33980,0.0
1374,0.0
15903,0.0
5143,0.0
3741,0.0
44230,0.0
13142,0.2
10499,0.6
12747,0.0
26334,0.2
10250,0.8
44649,0.0
31790,1.0
38282,0.0
2674,0.2
8467,0.0
35006,0.0
43106,0.2
38685,0.6
41529,0.0
14774,0.0
42653,0.2
821,1.0
14867,0.0
8948,1.0
18482,0.0
796,0.0
22390,0.0
46600,0.0
29614,0.2
11295,0.0
14059,0.0
32675,0.6
29428,0.0
2798,0.8
11491,0.0
40578,0.0
29953,0.0
10857,0.0
27370,0.8
3660,0.4
11919,0.6
573,0.0
6584,0.0
342,0.6
39210,0.4
31981,0.0
22068,0.0
9876,0.4
17304,1.0
43101,0.0
369,0.0
41123,0.8
27329,1.0
5070,1.0
39412,0.0
7815,0.0
12994,0.0
14511,0.2
3953,0.0
38792,0.6
39466,0.8
12232,0.0
44573,0.0
29308,0.0
14661,0.2
38502,0.0
35654,0.0
6970,1.0
3503,0.0
38553,1.0
33102,0.0
47991,0.0
8259,0.0
44379,0.4
5798,0.0
26653,1.0
11433,0.0
35144,0.8
23443,0.2
46582,0.0
36408,0.0
36029,0.0
8347,0.0
16719,0.0
40064,0.0
25562,0.0
6330,0.0
36691,0.0
36100,0.0
41082,0.0
34587,0.0
3429,0.0
39671,0.0
30472,0.6
29330,0.4
37308,0.0
20341,0.0
7138,0.4
33575,0.0
19470,0.4
16619,0.6
1904,0.0
45205,0.0
6452,1.0
35024,0.4
24013,0.0
40685,0.0
43971,0.0
23581,0.0
40977,1.0
42365,0.0
30046,0.6
11904,0.2
6768,0.0
22447,0.0
6016,1.0
12866,0.0
42233,0.0
42189,0.6
22994,0.8
43071,1.0
45430,0.4
41249,0.0
28160,0.0
11454,0.0
41392,0.4
46471,0.2
21564,0.2
47098,1.0
40476,0.0
47325,0.0
25108,0.0
20560,0.0
3700,0.0
14249,0.0
39581,0.0
32799,1.0
8208,0.0
19776,0.2
9534,0.0
42111,0.0
19710,0.0
7974,0.0
16360,0.0
26732,0.0
33186,0.0
20045,0.0
39377,0.4
11105,0.0
44675,0.0
10930,0.6
46026,0.0
44278,0.0
34728,0.0
47624,0.0
14751,0.8
30754,0.6
33942,0.0
37342,0.0
607,0.0
16420,0.0
24925,0.2
41014,0.0
17738,0.0
27442,0.0
44524,0.2
10336,0.0
1684,0.0
2386,0.0
16918,0.8
9173,0.2
41301,0.0
6790,0.0
16939,0.0
9020,0.4
16943,1.0
11466,0.0
38526,0.4
6159,0.0
7098,0.4
47358,0.0
29854,1.0
18279,0.0
29583,0.0
25509,1.0
5640,0.0
18547,0.2
34340,0.0
8539,1.0
18520,0.0
9862,0.4
18765,0.0
28047,0.4
34950,0.0
45262,0.0
26274,0.2
30274,0.0
44267,1.0
34645,0.0
32765,0.8
42394,0.4
39895,0.0
8907,0.0
45353,0.0
26508,0.0
7529,0.6
9859,0.8
28188,0.4
31395,0.0
32176,0.0
26639,0.0
31080,0.0
24197,0.0
29905,0.0
23192,0.2
35569,0.0
47920,0.0
25851,1.0
16185,1.0
31232,0.0
27116,0.0
19014,0.0
45072,0.0
22594,1.0
18447,0.2
31481,1.0
18219,0.0
29066,1.0
12696,0.0
19757,0.0
39744,0.0
4553,0.2
4321,0.0
39275,0.0
19451,0.0
46692,0.0
10511,0.0
23837,0.8
31725,0.2
43659,0.0
36007,0.0
45395,0.6
11147,0.8
5023,0.0
14719,0.4
11800,0.0
2649,0.0
22039,0.0
23556,0.2
29148,1.0
6935,0.0
10966,0.8
43204,1.0
6561,0.0
24614,0.2
27781,0.0
10816,0.0
23148,0.2
45900,0.0
43684,0.0
5740,0.0
19898,0.4
34399,0.0
266,1.0
972,0.6
6653,0.0
44198,1.0
14106,0.0
39500,0.6
27043,0.6
13513,0.0
41063,0.0
8499,0.0
21611,0.0
36050,0.0
28049,0.0
14978,0.0
40541,0.0
17442,0.0
16706,0.2
20212,0.0
35696,0.0
10493,0.0
19155,0.0
30378,1.0
25661,0.0
47670,0.0
9071,0.0
7352,0.0
2189,0.0
44852,0.2
26201,0.6
32551,0.0
11981,0.0
26475,0.0
24191,0.6
19730,0.0
33681,0.0
3056,0.0
20208,0.2
451,0.4
2361,0.0
43128,0.0
2983,0.0
45290,0.4
24516,0.0
26026,0.0
6009,0.0
23115,0.2
19609,0.0
8583,0.0
46470,0.4
30364,0.0
47009,0.6
24201,0.2
3153,0.0
33503,0.8
13175,0.2
20254,0.4
45011,0.0
30148,0.6
6945,0.0
733,0.0
41279,0.0
31548,0.0
39774,0.4
44270,0.0
121,0.2
39803,0.0
34609,0.6
7714,0.6
147,0.0
40763,0.0
42068,0.0
26032,0.6
4482,0.8
10889,0.4
8886,0.0
16633,0.8
28907,0.0
40349,0.8
34189,0.0
29612,0.0
21036,0.0
13653,0.0
42391,0.0
20803,0.2
39363,0.0
23473,0.0
44366,0.2
32154,0.6
37930,0.0
10068,0.0
27284,0.8
25276,0.0
10284,0.0
42912,1.0
3020,0.0
11839,0.0
20262,0.0
4326,0.6
16689,0.0
40,0.0
12057,0.2
26498,0.8
16751,1.0
44614,0.0
36825,0.0
33762,0.6
32338,0.4
24717,0.0
5162,0.0
12111,0.0
37885,0.2
34986,1.0
14044,0.0
24682,1.0
34344,0.0
24477,0.0
28410,0.0
3864,0.0
9558,0.0
36891,0.0
27888,0.0
34318,0.0
39042,0.0
10275,0.2
32009,0.0
29234,0.0
26748,0.4
1686,0.0
25220,0.0
46959,0.4
6237,0.0
29069,0.0
23734,0.4
30422,0.0
17898,0.4
46374,0.0
3513,0.0
24481,1.0
24890,0.6
44405,0.2
11718,0.0
29856,0.0
37651,0.2
3807,0.4
37125,0.0
3201,0.8
42283,0.0
20355,0.0
36194,0.4
23697,0.0
40420,0.8
30261,0.0
21719,0.0
5296,0.0
36566,0.0
35819,0.0
18260,0.6
2725,0.6
20796,0.0
40579,0.0
16114,0.0
15705,0.4
22945,0.0
13377,0.0
34735,0.2
36385,0.0
30406,0.0
22149,0.2
6107,0.8
26589,0.0
20221,0.0
40522,0.0
18824,0.0
6146,0.0
20695,0.8
47586,0.0
47192,0.0
9957,0.4
22573,0.0
41887,0.8
31566,0.0
6579,0.8
20505,0.0
5091,0.6
951,0.2
11819,0.0
44914,0.0
40190,0.0
13199,0.6
31685,0.4
14331,0.0
21864,1.0
32494,0.0
46820,0.6
22813,0.2
12120,0.0
41729,0.0
34445,0.0
42503,0.8
42330,0.0
32824,0.0
30461,0.0
26612,0.0
12879,0.0
8082,0.0
33369,0.8
31212,0.2
10539,0.0
15404,0.2
29053,0.0
16295,0.0
32536,0.0
27315,0.0
38149,0.0
26376,0.0
38380,0.8
44443,0.4
5110,0.0
1847,0.0
46077,0.0
13586,0.0
34370,0.6
30441,1.0
35012,0.0
24876,0.0
6124,0.0
22394,0.0
20599,0.6
3081,0.0
21155,0.0
826,0.6
44545,0.0
79,0.0
47868,0.0
37226,0.0
29411,0.4
27812,1.0
47872,1.0
16515,0.0
10521,0.0
19797,0.0
44282,0.0
16429,0.6
27145,0.4
6034,0.0
36896,1.0
7967,0.2
14354,0.0
21748,0.0
35261,0.0
22643,0.8
12079,0.0
19456,0.0
37975,0.2
15799,0.0
30919,0.6
6181,0.0
20166,0.4
30131,0.0
20003,0.0
24148,1.0
30805,0.2
46678,0.0
39197,0.2
13685,0.0
46392,0.0
46724,0.0
4194,0.0
44049,0.0
8652,0.4
16447,0.0
6649,0.4
45647,0.2
43225,0.4
9775,0.6
356,0.4
12609,0.0
46105,0.0
1387,0.4
6250,0.0
35851,0.0
32896,0.0
15290,0.2
32381,0.0
19977,0.2
8527,0.0
43222,0.0
28158,0.8
16403,0.8
10294,1.0
40802,0.8
8469,0.0
3138,0.8
45569,1.0
12162,0.2
42356,0.0
20755,0.0
12786,0.0
41491,0.0
41251,1.0
14268,1.0
35263,0.6
30403,0.0
20101,0.6
45961,0.0
14593,0.0
27095,0.0
14080,1.0
29952,0.0
18249,0.0
7321,0.0
15316,0.0
14442,0.0
12283,0.0
40616,0.0
14924,0.0
20445,0.2
44082,0.0
37012,0.0
115,0.0
26448,0.0
44042,0.0
31627,1.0
41160,0.0
25528,0.0
9693,0.6
41910,0.0
28505,0.0
23396,0.0
46057,0.2
22155,0.0
46630,0.0
19973,0.2
25508,1.0
19541,0.6
13528,0.0
23500,0.0
40963,0.4
1869,0.0
43870,0.0
37562,0.0
25650,0.2
35480,0.4
32115,0.0
44399,0.0
23299,0.0
43446,0.0
7758,0.6
34762,0.2
2753,0.4
1718,0.0
30080,0.0
443,0.0
41842,0.0
15683,0.0
8298,0.0
38129,0.0
46649,0.0
1469,0.4
34290,1.0
31247,0.4
43938,1.0
31664,0.0
44912,0.0
42963,0.6
27160,0.0
29102,0.0
14286,0.0
22851,0.0
31942,0.0
27134,0.0
24575,0.4
41121,0.8
17717,0.0
18837,0.8
24573,1.0
20256,0.0
41570,0.0
7904,0.6
31530,1.0
35350,0.0
23027,0.0
5365,0.6
12451,0.4
37215,0.0
10218,0.2
36646,0.0
47096,0.4
30286,0.2
11689,0.0
45104,0.4
24111,0.0
6425,0.0
41421,1.0
36263,0.0
37590,0.6
29653,0.6
32928,0.4
29763,0.0
499,0.4
2226,0.0
4450,0.4
1024,0.0
21123,1.0
1283,0.0
8895,0.2
22084,0.0
9723,0.0
34804,0.0
38885,0.4
18119,0.0
37872,0.0
43588,0.6
30202,0.4
9948,0.0
23735,0.4
3257,0.0
39735,0.0
13067,0.2
13733,0.4
21946,1.0
17167,0.4
18673,0.0
12190,0.0
31477,0.0
37449,0.4
17282,0.0
4545,0.2
46930,0.0
20943,0.0
2265,0.8
29814,0.8
20235,0.0
18764,0.2
26705,0.6
35909,0.0
29338,0.4
597,0.0
27577,1.0
13824,0.0
39807,0.2
32018,0.4
26374,0.0
26544,0.0
34874,0.4
35417,0.2
46867,0.4
37165,0.0
13456,0.0
40084,0.0
31437,0.0
30182,0.0
6340,0.0
18031,0.0
272,0.0
15169,0.0
32396,0.6
43553,1.0
40106,0.6
35349,0.2
24348,0.0
13149,0.4
27535,0.0
12608,0.0
7660,0.0
38688,0.0
30267,0.0
22814,0.0
38627,0.2
12165,0.2
16099,0.0
11895,0.0
43933,0.2
14320,0.0
35427,0.2
35225,1.0
43705,0.0
20035,0.0
42551,0.8
17452,0.2
24006,0.4
40532,0.0
17807,0.0
11925,0.8
36249,0.4
8972,0.8
27027,0.0
34889,0.0
33092,0.0
37529,0.0
13469,0.0
31391,0.0
43499,0.4
16261,0.8
18763,0.8
41709,0.2
5015,0.0
5689,1.0
47635,0.2
16179,0.0
7200,0.4
32024,0.0
45029,0.0
42374,0.0
30851,0.0
43305,0.8
4336,0.0
5519,0.0
2811,0.4
28521,0.0
22633,0.0
33562,0.0
31861,0.0
37471,0.0
22714,0.6
26963,0.0
36242,0.4
21261,0.0
44859,0.2
10613,0.6
20824,0.0
29380,0.8
46663,0.0
26644,0.0
31906,1.0
6968,0.0
3702,0.4
11751,0.0
41624,0.0
11633,0.0
25047,0.0
10107,1.0
41238,0.4
35462,0.0
450,0.0
18867,0.0
3195,0.2
10517,0.2
25556,0.0
24545,0.0
13729,1.0
31956,0.6
38722,0.0
6297,0.0
24513,1.0
29655,0.4
17306,1.0
31332,0.0
4674,0.0
27017,1.0
14737,1.0
12729,0.0
42825,0.4
842,0.0
31335,0.0
34089,0.0
16685,0.0
42807,0.0
39336,0.6
65,0.0
34276,0.0
12191,0.0
40472,0.0
34565,0.4
6891,0.0
41941,1.0
7281,0.0
7609,0.6
27156,0.0
7192,0.0
45178,0.0
14208,0.0
32605,0.0
20613,0.0
33676,0.0
23751,0.0
37892,0.0
35156,0.0
34078,0.4
16437,0.0
42687,0.0
44484,0.6
20813,0.0
47946,0.0
12728,0.0
32717,0.0
19668,0.0
28954,0.8
18522,0.0
47929,1.0
3032,0.4
25555,0.0
19229,0.0
39494,0.8
6730,0.0
22374,0.0
26945,1.0
40548,0.0
34103,0.4
7800,0.2
32388,0.0
32628,0.0
44883,0.0
3862,0.0
3206,0.0
31216,1.0
19009,1.0
16795,0.6
7045,0.0
13097,0.0
10717,0.0
47975,0.2
44650,0.0
26278,0.0
7898,0.2
10617,0.0
19347,0.8
17734,0.0
35066,0.0
38966,0.8
36734,0.0
40191,0.0
3844,0.0
36374,0.0
31129,0.0
31788,1.0
5598,0.0
29180,0.0
12252,0.0
47818,0.0
29213,0.0
20657,0.6
43176,0.0
46087,0.4
8783,0.0
21243,0.6
9783,0.2
36102,1.0
19281,0.0
39000,0.0
17186,0.4
14487,0.2
44109,0.4
22080,0.0
25683,0.4
5972,0.2
10390,0.2
12215,0.2
1692,0.6
38541,0.0
37235,0.0
3793,0.4
9686,0.0
4893,0.4
3481,0.0
13356,0.0
14693,0.6
38049,0.2
12681,0.2
29067,0.0
45854,0.0
5002,0.0
32319,0.0
31718,0.0
36766,1.0
10766,0.0
47764,0.0
19848,0.0
25662,0.8
24627,0.0
23288,0.0
36855,0.0
31966,0.0
18959,0.6
47200,1.0
2410,0.0
14610,0.0
24855,0.6
46740,0.2
21669,0.0
35609,0.0
47940,0.0
43612,0.2
4308,0.0
40938,0.4
2154,0.2
47879,0.0
32280,0.6
7302,0.0
20024,1.0
30622,1.0
44441,1.0
38147,0.0
39473,0.4
18156,0.0
18349,0.2
39308,0.0
26196,0.0
14481,0.4
8559,0.8
36244,0.4
41473,1.0
18440,0.8
38161,0.8
32077,0.0
10473,0.4
6953,0.0
41220,0.0
4177,0.0
34094,0.0
46859,0.0
41438,0.0
39463,0.0
36089,0.0
3460,0.2
30918,0.0
37421,0.0
18151,0.6
11860,0.2
19825,0.0
21809,0.0
45219,0.0
31877,0.0
2756,0.2
3040,0.4
27147,0.0
25309,0.0
27077,0.0
15846,0.4
33481,1.0
4522,0.4
45910,0.2
21660,0.0
1151,0.0
7595,0.4
37877,0.0
42064,1.0
11876,0.6
39055,0.0
42467,1.0
23176,0.0
37475,0.0
21254,1.0
3105,0.0
14378,0.0
8521,0.6
29913,0.6
39649,0.2
22348,0.6
47700,0.0
41274,0.4
3380,0.2
37951,0.0
3149,0.4
42288,0.8
6024,0.6
45624,0.2
32344,0.0
15398,0.0
24581,0.0
20154,0.4
40451,0.0
42952,0.2
23249,0.0
42128,0.0
40335,0.0
13640,0.0
46022,0.0
8795,0.0
12589,0.0
18551,0.0
6166,0.4
15470,0.0
21844,0.0
9569,0.4
9740,0.0
46226,0.0
41182,0.0
10381,0.0
29362,0.8
1733,0.2
23681,0.0
11384,0.0
19422,0.0
202,0.4
35751,0.0
34993,0.0
29556,0.4
40576,0.0
45122,0.4
9336,0.0
2585,1.0
43660,0.0
26364,0.0
20149,0.0
13771,1.0
7074,0.0
47245,0.0
20722,0.8
44510,0.0
35058,0.0
25520,0.0
16796,0.0
6703,0.6
20022,0.0
7789,0.0
40609,0.4
10866,0.4
5888,0.0
32796,0.4
22651,0.8
41725,0.0
19052,0.0
16167,0.0
12805,0.0
20169,0.0
20543,0.0
6522,0.4
24281,0.4
11285,0.0
30615,0.0
7913,0.4
47912,0.0
25418,0.6
2835,0.0
16940,0.0
17972,0.0
7204,0.0
41226,0.4
43449,0.0
6837,0.2
13605,0.0
40012,0.0
39651,0.0
39322,0.0
10675,0.2
4207,0.0
4244,1.0
12892,0.6
38726,0.0
45802,0.0
14154,0.0
25449,0.2
4068,0.0
2354,0.0
40902,0.0
13325,0.0
14933,0.0
18876,0.0
34263,0.0
20941,0.8
35498,0.0
39158,0.4
2852,0.2
27762,0.0
27956,0.2
46111,0.0
